"Name","Location","Type","Param Count","Function Name","Data Type","Preview"
"tfree","External[0002f6d8]","External Function","1","TKERNELINTERFACE.DLL::tfree","void","void tfree(void * param_1)"
"~TObject","External[0002f6ec]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TObject::~TObject","void","void ~TObject(TObject * this)"
"TObject","External[0002f708]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TObject::TObject","undefined","undefined TObject(TObject * this)"
"Get","External[0002f724]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TLocale::Get","TLString","TLString Get(TLocale * this\, char * param_1)"
"Delete","External[0002f752]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TLocalisedString::Delete","void","void Delete(TLocalisedString * this)"
"GetLocale","External[0002f77c]","External Function","0","TKERNELINTERFACE.DLL::Toshi::TSystem::GetLocale","TLocale *","TLocale * GetLocale(void)"
"Delete","External[0002f7aa]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TPooledCString::Delete","void","void Delete(TPooledCString * this)"
"~TClass","External[0002f7d2]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TClass::~TClass","void","void ~TClass(TClass * this)"
"m_sClass","External[0002f7ec]","External Data","","","TClass","m_sClass"
"TClass","External[0002f814]","External Function","8","TKERNELINTERFACE.DLL::Toshi::TClass::TClass","undefined","undefined TClass(TClass * this\, char * param_1\, TClass * param_2\, _func_TObject_ptr * param_3\, _func_TObject_ptr_void_ptr * param_4\, _func_void * param_5\, _func_void * param_6\, uint param_7)"
"tmalloc","External[0002f860]","External Function","3","TKERNELINTERFACE.DLL::tmalloc","void *","void * tmalloc(int param_1\, char * param_2\, int param_3)"
"operator=","External[0002f87a]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TWString::operator=","TWString *","TWString * operator=(TWString * this\, TWString * param_1)"
"~TWString","External[0002f8a2]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TWString::~TWString","void","void ~TWString(TWString * this)"
"TWString","External[0002f8be]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TWString::TWString","undefined","undefined TWString(TWString * this\, TWString * param_1)"
"RemoveAll","External[0002f8e0]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TGenericDList::RemoveAll","void","void RemoveAll(TGenericDList * this)"
"Clip","External[0002f90a]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TMath::Clip","void","void Clip(int * param_1\, int param_2\, int param_3)"
"PI","External[0002f92a]","External Data","","","float","PI"
"~TGenericEmitter","External[0002f942]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TGenericEmitter::~TGenericEmitter","void","void ~TGenericEmitter(TGenericEmitter * this)"
"Throw","External[0002f966]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TGenericEmitter::Throw","void","void Throw(TGenericEmitter * this\, void * param_1)"
"TGenericEmitter","External[0002f990]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TGenericEmitter::TGenericEmitter","undefined","undefined TGenericEmitter(TGenericEmitter * this\, void * param_1)"
"Delete","External[0002f9b6]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TFreeList::Delete","void","void Delete(TFreeList * this\, void * param_1)"
"New","External[0002f9dc]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TFreeList::New","void *","void * New(TFreeList * this\, uint param_1)"
"Delete","External[0002f9fe]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TObject::Delete","void","void Delete(TObject * this)"
"ms_sEmpty","External[0002fa1e]","External Data","","","TCString","ms_sEmpty"
"operator+","External[0002fa4c]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::operator+","TCString","TCString operator+(TCString * this\, char * param_1)"
"operator+","External[0002fa70]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::operator+","TCString","TCString operator+(TCString * this\, TCString * param_1)"
"~TCString","External[0002fa98]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TCString::~TCString","void","void ~TCString(TCString * this)"
"TCString","External[0002fab4]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::TCString","undefined","undefined TCString(TCString * this\, char * param_1)"
"Get","External[0002fad4]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCStringPool::Get","TPCString","TPCString Get(TCStringPool * this\, char * param_1)"
"GetCStringPool","External[0002fb08]","External Function","0","TKERNELINTERFACE.DLL::Toshi::TSystem::GetCStringPool","TCStringPool *","TCStringPool * GetCStringPool(void)"
"GetName","External[0002fb40]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TClass::GetName","char *","char * GetName(TClass * this)"
"Find","External[0002fb62]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TClass::Find","TClass *","TClass * Find(char * param_1\, TClass * param_2)"
"IsA","External[0002fb8c]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TClass::IsA","bool","bool IsA(TClass * this\, TClass * param_1)"
"CreateObject","External[0002fbb0]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TClass::CreateObject","TObject *","TObject * CreateObject(TClass * this)"
"GetString","External[0002fbe2]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::GetString","char *","char * GetString(TCString * this\, int param_1)"
"Compare","External[0002fc0a]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TPCString::Compare","int","int Compare(TPCString * this\, TPCString * param_1)"
"ms_sEmpty","External[0002fc34]","External Data","","","TWString","ms_sEmpty"
"Delete","External[0002fc62]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TPooledWString::Delete","void","void Delete(TPooledWString * this)"
"IsEmpty","External[0002fc8a]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TCString::IsEmpty","bool","bool IsEmpty(TCString * this)"
"operator+","External[0002fcae]","External Function","2","TKERNELINTERFACE.DLL::Toshi::operator+","TCString","TCString operator+(TCString * param_1\, TPCString * param_2)"
"TCString","External[0002fce2]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::TCString","undefined","undefined TCString(TCString * this\, TCString * param_1)"
"Get","External[0002fd04]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCStringPool::Get","TPCString","TPCString Get(TCStringPool * this\, TCString * param_1)"
"Get","External[0002fd42]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCStringPool::Get","TPCString","TPCString Get(TCStringPool * this\, int param_1)"
"TCString","External[0002fd74]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TCString::TCString","undefined","undefined TCString(TCString * this)"
"MAXWCHAR","External[0002fd90]","External Data","","","ushort","MAXWCHAR"
"operator[]","External[0002fdae]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TWString::operator[]","ushort *","ushort * operator[](TWString * this\, int param_1)"
"Length","External[0002fdce]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TWString::Length","int","int Length(TWString * this)"
"Format","External[0002fdf0]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::Format","TCString *","TCString * Format(TCString * this\, char * param_1\, ...)"
"operator[]","External[0002fe1a]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::operator[]","char *","char * operator[](TCString * this\, int param_1)"
"Get","External[0002fe3a]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TWStringPool::Get","TPWString","TPWString Get(TWStringPool * this\, TWString * param_1)"
"GetWStringPool","External[0002fe78]","External Function","0","TKERNELINTERFACE.DLL::Toshi::TSystem::GetWStringPool","TWStringPool *","TWStringPool * GetWStringPool(void)"
"Mid","External[0002feb0]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TWString::Mid","TWString","TWString Mid(TWString * this\, int param_1\, int param_2)"
"InitialiseStatic","External[0002fed6]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TClass::InitialiseStatic","void","void InitialiseStatic(TClass * this)"
"RecurseTree","External[0002ff00]","External Function","5","TKERNELINTERFACE.DLL::Toshi::TClass::RecurseTree","void","void RecurseTree(TClass * this\, _func_bool_TClass_ptr_void_ptr * param_1\, _func_bool_TClass_ptr_void_ptr * param_2\, _func_bool_TClass_ptr_void_ptr * param_3\, void * param_4)"
"Connect","External[0002ff38]","External Function","5","TKERNELINTERFACE.DLL::Toshi::TGenericListener::Connect","void","void Connect(TGenericListener * this\, TGenericEmitter * param_1\, void * param_2\, _func_bool_void_ptr_void_ptr_void_ptr * param_3\, int param_4)"
"TGenericListener","External[0002ff86]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TGenericListener::TGenericListener","undefined","undefined TGenericListener(TGenericListener * this)"
"~TGenericListener","External[0002ffaa]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TGenericListener::~TGenericListener","void","void ~TGenericListener(TGenericListener * this)"
"Define","External[0002ffce]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TFileLexerUTF8::Define","void","void Define(TFileLexerUTF8 * this\, char * param_1)"
"TWString","External[0002fff8]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TWString::TWString","undefined","undefined TWString(TWString * this\, TCString * param_1)"
"IsA","External[00030022]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TObject::IsA","bool","bool IsA(TObject * this\, TClass * param_1)"
"Print","External[0003004c]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TWString::Print","TWString *","TWString * Print(TWString * this)"
"GetString","External[00030072]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TWString::GetString","ushort *","ushort * GetString(TWString * this\, int param_1)"
"Format","External[0003009a]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TWString::Format","TWString *","TWString * Format(TWString * this\, ushort * param_1\, ...)"
"TWString","External[000300c4]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TWString::TWString","undefined","undefined TWString(TWString * this\, char * param_1)"
"TWString","External[000300e4]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TWString::TWString","undefined","undefined TWString(TWString * this)"
"TWString","External[00030100]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TWString::TWString","undefined","undefined TWString(TWString * this\, ushort * param_1)"
"RawAlloc","External[00030120]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TPile::RawAlloc","void *","void * RawAlloc(TPile * this\, int param_1\, int param_2)"
"~TPile","External[00030144]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TPile::~TPile","void","void ~TPile(TPile * this)"
"TPile","External[0003015e]","External Function","4","TKERNELINTERFACE.DLL::Toshi::TPile::TPile","undefined","undefined TPile(TPile * this\, int param_1\, int param_2\, uint param_3)"
"RawIsInside","External[0003017a]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TPile::RawIsInside","bool","bool RawIsInside(TPile * this\, void * param_1)"
"operator+=","External[000301a2]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::operator+=","TCString *","TCString * operator+=(TCString * this\, char * param_1)"
"GetTemporary","External[000301c6]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TLocale::GetTemporary","TLString","TLString GetTemporary(TLocale * this\, TWString * param_1)"
"ms_wsEmpty","External[00030208]","External Data","","","TWString","ms_wsEmpty"
"IsEmpty","External[00030236]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TWString::IsEmpty","bool","bool IsEmpty(TWString * this)"
"TFreeList","External[0003025a]","External Function","5","TKERNELINTERFACE.DLL::Toshi::TFreeList::TFreeList","undefined","undefined TFreeList(TFreeList * this\, int param_1\, int param_2\, int param_3\, char * param_4)"
"~TFreeList","External[0003027e]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TFreeList::~TFreeList","void","void ~TFreeList(TFreeList * this)"
"TCString","External[0003029c]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::TCString","undefined","undefined TCString(TCString * this\, ushort * param_1)"
"operator+","External[000302bc]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::operator+","TCString","TCString operator+(TCString * this\, ushort * param_1)"
"TCString","External[000302e0]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::TCString","undefined","undefined TCString(TCString * this\, TWString * param_1)"
"IsTemporary","External[0003030a]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TLocalisedString::IsTemporary","bool","bool IsTemporary(TLocalisedString * this)"
"ms_aEnglishOpNames","External[0003033a]","External Data","","","char * *","ms_aEnglishOpNames"
"MakeFunctionString","External[00030368]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TSumOfMinterms::MakeFunctionString","TPCString","TPCString MakeFunctionString(TSumOfMinterms * this\, char * * param_1\, TArray<class_Toshi::TPCString> * param_2)"
"Insert","External[000303d0]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TLocale::Insert","TLocalisedString *","TLocalisedString * Insert(TLocale * this\, TPCString * param_1\, TPWString * param_2)"
"Compare","External[00030424]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TCString::Compare","int","int Compare(TCString * this\, char * param_1\, int param_2)"
"GetNextToken","External[0003044a]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TFileLexerUTF8::GetNextToken","Token","Token GetNextToken(TFileLexerUTF8 * this)"
"PeekNextToken","External[00030482]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TFileLexerUTF8::PeekNextToken","Token","Token PeekNextToken(TFileLexerUTF8 * this\, int param_1)"
"Expect","External[000304bc]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TFileLexerUTF8::Expect","bool","bool Expect(TFileLexerUTF8 * this\, TokenType param_1)"
"IsExactly","External[000304fe]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TClass::IsExactly","bool","bool IsExactly(TClass * this\, TClass * param_1)"
"GetMagnitudeFloat","External[0003053e]","External Function","2","TINPUTINTERFACE.DLL::Toshi::TInputInterface::InputEvent::GetMagnitudeFloat","float","float GetMagnitudeFloat(InputEvent * this\, int param_1)"
"GetMagnitudeInt","External[0003057e]","External Function","2","TINPUTINTERFACE.DLL::Toshi::TInputInterface::InputEvent::GetMagnitudeInt","int","int GetMagnitudeInt(InputEvent * this\, int param_1)"
"TYPE_TPCSTRING","External[000305d0]","External Data","","","TClass *","TYPE_TPCSTRING"
"GetProperty","External[00030606]","External Function","2","PPROPERTYPARSER.DLL::PProperties::GetProperty","PPropertyValue *","PPropertyValue * GetProperty(PProperties * this\, TPCString * param_1)"
"ToString","External[00030650]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::ToString","char *","char * ToString(TClass * param_1)"
"GetTPCString","External[00030686]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::GetTPCString","TPCString *","TPCString * GetTPCString(PPropertyValue * this)"
"CanBeType","External[000306c0]","External Function","2","PPROPERTYPARSER.DLL::PPropertyValue::CanBeType","bool","bool CanBeType(PPropertyValue * this\, TClass * param_1)"
"IsType","External[000306f6]","External Function","2","PPROPERTYPARSER.DLL::PPropertyValue::IsType","bool","bool IsType(PPropertyValue * this\, TClass * param_1)"
"~PPropertyValue","External[0003072a]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::~PPropertyValue","void","void ~PPropertyValue(PPropertyValue * this)"
"PPropertyValue","External[00030746]","External Function","2","PPROPERTYPARSER.DLL::PPropertyValue::PPropertyValue","undefined","undefined PPropertyValue(PPropertyValue * this\, int param_1)"
"PutProperty","External[00030764]","External Function","3","PPROPERTYPARSER.DLL::PProperties::PutProperty","void","void PutProperty(PProperties * this\, TPCString * param_1\, PPropertyValue * param_2)"
"GetTObject","External[000307ae]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::GetTObject","TObject *","TObject * GetTObject(PPropertyValue * this)"
"GetInteger","External[000307e4]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::GetInteger","int","int GetInteger(PPropertyValue * this)"
"IsEmpty","External[0003080a]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::IsEmpty","bool","bool IsEmpty(PPropertyValue * this)"
"IsDefined","External[0003082e]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::IsDefined","bool","bool IsDefined(PPropertyValue * this)"
"PPropertyValue","External[00030854]","External Function","2","PPROPERTYPARSER.DLL::PPropertyValue::PPropertyValue","undefined","undefined PPropertyValue(PPropertyValue * this\, TPCString * param_1)"
"PPropertyValue","External[00030884]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::PPropertyValue","undefined","undefined PPropertyValue(PPropertyValue * this)"
"PPropertyName","External[000308a0]","External Function","2","PPROPERTYPARSER.DLL::PPropertyName::PPropertyName","undefined","undefined PPropertyName(PPropertyName * this\, TPCString * param_1)"
"PPropertyName","External[000308d0]","External Function","3","PPROPERTYPARSER.DLL::PPropertyName::PPropertyName","undefined","undefined PPropertyName(PPropertyName * this\, TPCString * param_1\, TPCString * param_2)"
"GetProperty","External[00030900]","External Function","2","PPROPERTYPARSER.DLL::PProperties::GetProperty","PPropertyValue *","PPropertyValue * GetProperty(PProperties * this\, PPropertyName * param_1)"
"operator+","External[00030948]","External Function","2","PPROPERTYPARSER.DLL::operator+","TCString","TCString operator+(TCString * param_1\, PPropertyName * param_2)"
"TYPE_FLOAT","External[0003097e]","External Data","","","TClass *","TYPE_FLOAT"
"GetOptionalProperty","External[000309b0]","External Function","3","PPROPERTYPARSER.DLL::PProperties::GetOptionalProperty","PPropertyValue *","PPropertyValue * GetOptionalProperty(PProperties * this\, TPCString * param_1\, TClass * param_2)"
"GetFloat","External[00030a0e]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::GetFloat","float","float GetFloat(PPropertyValue * this)"
"PPropertyValue","External[00030a32]","External Function","2","PPROPERTYPARSER.DLL::PPropertyValue::PPropertyValue","undefined","undefined PPropertyValue(PPropertyValue * this\, float param_1)"
"TYPE_ARRAY","External[00030a50]","External Data","","","TClass *","TYPE_ARRAY"
"TYPE_INT","External[00030a82]","External Data","","","TClass *","TYPE_INT"
"FindProperty","External[00030ab2]","External Function","3","PPROPERTYPARSER.DLL::PProperties::FindProperty","PProperty *","PProperty * FindProperty(PProperties * this\, TPCString * param_1\, Iterator * param_2)"
"GetArray","External[00030b28]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::GetArray","PPropertyValueArray *","PPropertyValueArray * GetArray(PPropertyValue * this)"
"GetType","External[00030b62]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::GetType","TClass *","TClass * GetType(PPropertyValue * this)"
"PutProperty","External[00030b94]","External Function","4","PPROPERTYPARSER.DLL::PProperties::PutProperty","void","void PutProperty(PProperties * this\, TPCString * param_1\, TPCString * param_2\, PPropertyValue * param_3)"
"PPropertyValue","External[00030be0]","External Function","2","PPROPERTYPARSER.DLL::PPropertyValue::PPropertyValue","undefined","undefined PPropertyValue(PPropertyValue * this\, PPropertyValueArray * param_1)"
"operator=","External[00030c14]","External Function","2","PPROPERTYPARSER.DLL::PPropertyValue::operator=","PPropertyValue *","PPropertyValue * operator=(PPropertyValue * this\, PPropertyValue * param_1)"
"PPropertyWriter","External[00030c3a]","External Function","1","PPROPERTYPARSER.DLL::PPropertyWriter::PPropertyWriter","undefined","undefined PPropertyWriter(PPropertyWriter * this)"
"PPropertyReader","External[00030c58]","External Function","1","PPROPERTYPARSER.DLL::PPropertyReader::PPropertyReader","undefined","undefined PPropertyReader(PPropertyReader * this)"
"AddDefinitionBlock","External[00030c76]","External Function","2","PPROPERTYPARSER.DLL::PPropertyWriter::AddDefinitionBlock","void","void AddDefinitionBlock(PPropertyWriter * this\, TManagedPtr<class_PPropertyBlock> param_1)"
"AddDefinitionBlock","External[00030ccc]","External Function","2","PPROPERTYPARSER.DLL::PPropertyReader::AddDefinitionBlock","void","void AddDefinitionBlock(PPropertyReader * this\, TManagedPtr<class_PPropertyBlock> param_1)"
"Load","External[00030d22]","External Function","1","PPROPERTYPARSER.DLL::PPropertyReader::Load","bool","bool Load(PPropertyReader * this)"
"Close","External[00030d44]","External Function","1","PPROPERTYPARSER.DLL::PPropertyReader::Close","void","void Close(PPropertyReader * this)"
"Save","External[00030d66]","External Function","1","PPROPERTYPARSER.DLL::PPropertyWriter::Save","bool","bool Save(PPropertyWriter * this)"
"Close","External[00030d88]","External Function","1","PPROPERTYPARSER.DLL::PPropertyWriter::Close","void","void Close(PPropertyWriter * this)"
"Open","External[00030daa]","External Function","2","PPROPERTYPARSER.DLL::PPropertyWriter::Open","bool","bool Open(PPropertyWriter * this\, TWString * param_1)"
"TYPE_UNDEF","External[00030dde]","External Data","","","TClass *","TYPE_UNDEF"
"GetTPCString","External[00030e10]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::GetTPCString","TPCString *","TPCString * GetTPCString(PPropertyValue * this)"
"PPropertyValue","External[00030e4a]","External Function","2","PPROPERTYPARSER.DLL::PPropertyValue::PPropertyValue","undefined","undefined PPropertyValue(PPropertyValue * this\, PPropertyValue * param_1)"
"TYPE_PROPS","External[00030e6c]","External Data","","","TClass *","TYPE_PROPS"
"GetRequiredProperty","External[00030e9e]","External Function","3","PPROPERTYPARSER.DLL::PProperties::GetRequiredProperty","PPropertyValue *","PPropertyValue * GetRequiredProperty(PProperties * this\, TPCString * param_1\, TClass * param_2)"
"GetProperties","External[00030efc]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::GetProperties","PProperties *","PProperties * GetProperties(PPropertyValue * this)"
"ms_oFreelist","External[00030f34]","External Data","","","TFreeList","ms_oFreelist"
"PProperties","External[00030f66]","External Function","1","PPROPERTYPARSER.DLL::PProperties::PProperties","undefined","undefined PProperties(PProperties * this)"
"PPropertyValue","External[00030f80]","External Function","2","PPROPERTYPARSER.DLL::PPropertyValue::PPropertyValue","undefined","undefined PPropertyValue(PPropertyValue * this\, PProperties * param_1)"
"TYPE_BOOL","External[00030fac]","External Data","","","TClass *","TYPE_BOOL"
"GetBoolean","External[00030fde]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::GetBoolean","bool","bool GetBoolean(PPropertyValue * this)"
"PPropertyValue","External[00031004]","External Function","2","PPROPERTYPARSER.DLL::PPropertyValue::PPropertyValue","undefined","undefined PPropertyValue(PPropertyValue * this\, bool param_1)"
"SetUndef","External[00031022]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::SetUndef","void","void SetUndef(PPropertyValue * this)"
"SetTLString","External[00031046]","External Function","2","PPROPERTYPARSER.DLL::PPropertyValue::SetTLString","void","void SetTLString(PPropertyValue * this\, TLString * param_1)"
"SetTObject","External[00031080]","External Function","2","PPROPERTYPARSER.DLL::PPropertyValue::SetTObject","void","void SetTObject(PPropertyValue * this\, TObject * param_1)"
"TYPE_TLSTRING","External[000310b8]","External Data","","","TClass *","TYPE_TLSTRING"
"GetTLString","External[000310ee]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::GetTLString","TLString *","TLString * GetTLString(PPropertyValue * this)"
"PPropertyValue","External[00031126]","External Function","2","PPROPERTYPARSER.DLL::PPropertyValue::PPropertyValue","undefined","undefined PPropertyValue(PPropertyValue * this\, TObject * param_1)"
"PPropertyValue","External[00031154]","External Function","2","PPROPERTYPARSER.DLL::PPropertyValue::PPropertyValue","undefined","undefined PPropertyValue(PPropertyValue * this\, TLString * param_1)"
"SetTPCString","External[00031184]","External Function","2","PPROPERTYPARSER.DLL::PPropertyValue::SetTPCString","void","void SetTPCString(PPropertyValue * this\, TPCString * param_1)"
"Sort","External[000311c0]","External Function","1","PPROPERTYPARSER.DLL::PProperties::Sort","void","void Sort(PProperties * this)"
"PProperties","External[000311dc]","External Function","2","PPROPERTYPARSER.DLL::PProperties::PProperties","undefined","undefined PProperties(PProperties * this\, PProperties * param_1)"
"GetOptionalProperty","External[000311fa]","External Function","4","PPROPERTYPARSER.DLL::PProperties::GetOptionalProperty","PPropertyValue *","PPropertyValue * GetOptionalProperty(PProperties * this\, TPCString * param_1\, TPCString * param_2\, TClass * param_3)"
"GetTLString","External[00031258]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::GetTLString","TLString *","TLString * GetTLString(PPropertyValue * this)"
"TYPE_UINT32","External[00031290]","External Data","","","TClass *","TYPE_UINT32"
"GetUINT32","External[000312c4]","External Function","1","PPROPERTYPARSER.DLL::PPropertyValue::GetUINT32","uint","uint GetUINT32(PPropertyValue * this)"
"PPropertyValue","External[000312e8]","External Function","2","PPROPERTYPARSER.DLL::PPropertyValue::PPropertyValue","undefined","undefined PPropertyValue(PPropertyValue * this\, uint param_1)"
"PPropertyBlock","External[00031306]","External Function","3","PPROPERTYPARSER.DLL::PPropertyBlock::PPropertyBlock","undefined","undefined PPropertyBlock(PPropertyBlock * this\, TPCString * param_1\, Priority param_2)"
"Error","External[00031344]","External Function","2","PPROPERTYPARSER.DLL::PPropertyReader::Error","void","void Error(PPropertyReader * this\, TCString * param_1)"
"LoadPropertyBlock","External[00031378]","External Function","1","PPROPERTYPARSER.DLL::PPropertyReader::LoadPropertyBlock","PProperties *","PProperties * LoadPropertyBlock(PPropertyReader * this)"
"PutPropertyBlock","External[000313b4]","External Function","2","PPROPERTYPARSER.DLL::PPropertyWriter::PutPropertyBlock","bool","bool PutPropertyBlock(PPropertyWriter * this\, PProperties * param_1)"
"PutBlockHeader","External[000313f2]","External Function","2","PPROPERTYPARSER.DLL::PPropertyWriter::PutBlockHeader","bool","bool PutBlockHeader(PPropertyWriter * this\, TPCString * param_1)"
"~PProperties","External[00031432]","External Function","1","PPROPERTYPARSER.DLL::PProperties::~PProperties","void","void ~PProperties(PProperties * this)"
"m_sClass","External[0003144c]","External Data","","","TClass","m_sClass"
"~PPropertyBlock","External[0003147a]","External Function","1","PPROPERTYPARSER.DLL::PPropertyBlock::~PPropertyBlock","void","void ~PPropertyBlock(PPropertyBlock * this)"
"Warning","External[00031496]","External Function","2","PPROPERTYPARSER.DLL::PPropertyReader::Warning","void","void Warning(PPropertyReader * this\, TCString * param_1)"
"PPropertyValue","External[000314cc]","External Function","2","PPROPERTYPARSER.DLL::PPropertyValue::PPropertyValue","undefined","undefined PPropertyValue(PPropertyValue * this\, TPWString * param_1)"
"GetValue","External[000314fc]","External Function","2","PPROPERTYPARSER.DLL::PPropertyReader::GetValue","bool","bool GetValue(PPropertyReader * this\, PPropertyValue * param_1)"
"Error","External[00031534]","External Function","3","PPROPERTYPARSER.DLL::PPropertyReader::Error","void","void Error(PPropertyReader * this\, Token * param_1\, TCString * param_2)"
"Token2Value","External[00031582]","External Function","2","PPROPERTYPARSER.DLL::PPropertyReader::Token2Value","PPropertyValue","PPropertyValue Token2Value(PPropertyReader * this\, Token * param_1)"
"CanBeTypeArray","External[000315da]","External Function","3","PPROPERTYPARSER.DLL::PPropertyValueArray::CanBeTypeArray","bool","bool CanBeTypeArray(PPropertyValueArray * this\, TClass * param_1\, int param_2)"
"Put","External[0003161c]","External Function","2","PPROPERTYPARSER.DLL::PPropertyWriter::Put","bool","bool Put(PPropertyWriter * this\, bool param_1)"
"Put","External[0003163e]","External Function","2","PPROPERTYPARSER.DLL::PPropertyWriter::Put","bool","bool Put(PPropertyWriter * this\, float param_1)"
"Put","External[00031660]","External Function","2","PPROPERTYPARSER.DLL::PPropertyWriter::Put","bool","bool Put(PPropertyWriter * this\, int param_1)"
"Put","External[00031682]","External Function","2","PPROPERTYPARSER.DLL::PPropertyWriter::Put","bool","bool Put(PPropertyWriter * this\, TPCString * param_1)"
"Put","External[000316b6]","External Function","2","PPROPERTYPARSER.DLL::PPropertyWriter::Put","bool","bool Put(PPropertyWriter * this\, PPropertyValue * param_1)"
"PutEndLine","External[000316ea]","External Function","1","PPROPERTYPARSER.DLL::PPropertyWriter::PutEndLine","bool","bool PutEndLine(PPropertyWriter * this)"
"PutSpace","External[00031712]","External Function","1","PPROPERTYPARSER.DLL::PPropertyWriter::PutSpace","bool","bool PutSpace(PPropertyWriter * this)"
"fmod","External[0003174c]","External Function","2","LIBMMD.DLL::fmod","double","double fmod(double _X\, double _Y)"
