"Name","Location","Type","Param Count","Function Name","Data Type","Preview"
"OutputDebugStringA","External[00021480]","External Function","1","KERNEL32.DLL::OutputDebugStringA","void","void OutputDebugStringA(LPCSTR lpOutputString)"
"AssertHandler","External[000214a4]","External Function","4","TKERNELINTERFACE.DLL::Toshi::TDebug::AssertHandler","bool","bool AssertHandler(char * param_1\, char * param_2\, int param_3\, bool * param_4)"
"~TObject","External[000214d4]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TObject::~TObject","void","void ~TObject(TObject * this)"
"MemSet","External[000214f0]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TSystem::MemSet","void *","void * MemSet(void * param_1\, int param_2\, int param_3)"
"IsValidAddress","External[00021516]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TDebug::IsValidAddress","bool","bool IsValidAddress(void * param_1)"
"Identity","External[00021540]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TMatrix44::Identity","void","void Identity(TMatrix44 * this)"
"SetFromQuaternion","External[00021564]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TMatrix44::SetFromQuaternion","TMatrix44 *","TMatrix44 * SetFromQuaternion(TMatrix44 * this\, TQuaternion * param_1)"
"SetTranslate","External[000215a8]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TMatrix44::SetTranslate","void","void SetTranslate(TMatrix44 * this\, TVector3 * param_1)"
"Multiply","External[000215de]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TMatrix44::Multiply","void","void Multiply(TMatrix44 * this\, TMatrix44 * param_1\, TMatrix44 * param_2)"
"Slerp","External[0002160a]","External Function","4","TKERNELINTERFACE.DLL::Toshi::TQuaternion::Slerp","void","void Slerp(TQuaternion * this\, TQuaternion * param_1\, TQuaternion * param_2\, float param_3)"
"Lerp3","External[00021636]","External Function","4","TKERNELINTERFACE.DLL::Toshi::TVector4::Lerp3","void","void Lerp3(TVector4 * this\, TVector4 * param_1\, TVector4 * param_2\, float param_3)"
"Lerp","External[0002165e]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TVector3::Lerp","void","void Lerp(TVector3 * this\, TVector3 * param_1\, float param_2)"
"Lerp","External[00021684]","External Function","4","TKERNELINTERFACE.DLL::Toshi::TVector3::Lerp","void","void Lerp(TVector3 * this\, TVector3 * param_1\, TVector3 * param_2\, float param_3)"
"FloorToInt","External[000216ac]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TMath::FloorToInt","int","int FloorToInt(float param_1)"
"StringLength","External[000216ce]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TSystem::StringLength","int","int StringLength(char * param_1)"
"StringCopy","External[000216f6]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TSystem::StringCopy","char *","char * StringCopy(char * param_1\, char * param_2\, int param_3)"
"tmalloc","External[00021722]","External Function","3","TKERNELINTERFACE.DLL::tmalloc","void *","void * tmalloc(int param_1\, char * param_2\, int param_3)"
"tfree","External[0002173c]","External Function","1","TKERNELINTERFACE.DLL::tfree","void","void tfree(void * param_1)"
"TDebug_Printf","External[00021750]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TDebug_Printf","void","void TDebug_Printf(char * param_1\, ...)"
"Destroy","External[00021772]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TFile::Destroy","void","void Destroy(TFile * param_1)"
"Create","External[00021796]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TFile::Create","TFile *","TFile * Create(TCString * param_1\, uint param_2)"
"~TCString","External[000217c8]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TCString::~TCString","void","void ~TCString(TCString * this)"
"TCString","External[000217e4]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::TCString","undefined","undefined TCString(TCString * this\, char * param_1)"
"StringCompareNoCase","External[00021804]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TSystem::StringCompareNoCase","int","int StringCompareNoCase(char * param_1\, char * param_2\, int param_3)"
"InvertOrthogonal","External[00021836]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TMatrix44::InvertOrthogonal","void","void InvertOrthogonal(TMatrix44 * this)"
"`vftable'","External[00021862]","External Data","","","","`vftable'"
"TObject","External[0002187c]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TObject::TObject","undefined","undefined TObject(TObject * this)"
"Delete","External[00021898]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TObject::Delete","void","void Delete(TObject * this)"
"PI","External[000218b8]","External Data","","","float","PI"
"InvertOrthogonal","External[000218d0]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TMatrix44::InvertOrthogonal","void","void InvertOrthogonal(TMatrix44 * this\, TMatrix44 * param_1)"
"TransformPlaneOrthogonal","External[00021902]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TMatrix44::TransformPlaneOrthogonal","void","void TransformPlaneOrthogonal(TPlane * param_1\, TMatrix44 * param_2\, TPlane * param_3)"
"Invert","External[0002194e]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TMatrix44::Invert","bool","bool Invert(TMatrix44 * this\, TMatrix44 * param_1)"
"DotProduct3","External[00021978]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TVector4::DotProduct3","float10 *","float10 * DotProduct3(float10 * __return_storage_ptr__\, TVector4 * param_1\, TVector4 * param_2)"
"DotProduct","External[000219a4]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TVector3::DotProduct","float","float DotProduct(TVector3 * param_1\, TVector3 * param_2)"
"Abs","External[000219d0]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TVector3::Abs","void","void Abs(TVector3 * this\, TVector3 * param_1)"
"GetName","External[000219f4]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TClass::GetName","char *","char * GetName(TClass * this)"
"Print","External[00021a16]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TCString::Print","TCString *","TCString * Print(TCString * this)"
"Format","External[00021a3c]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::Format","TCString *","TCString * Format(TCString * this\, char * param_1\, ...)"
"TCString","External[00021a66]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TCString::TCString","undefined","undefined TCString(TCString * this)"
"TGenericEmitter","External[00021a82]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TGenericEmitter::TGenericEmitter","undefined","undefined TGenericEmitter(TGenericEmitter * this\, void * param_1)"
"~TGenericEmitter","External[00021aa8]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TGenericEmitter::~TGenericEmitter","void","void ~TGenericEmitter(TGenericEmitter * this)"
"CPrintf","External[00021acc]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TFile::CPrintf","int","int CPrintf(TFile * this\, char * param_1\, ...)"
"GetVersionMinor","External[00021aee]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TClass::GetVersionMinor","ushort","ushort GetVersionMinor(TClass * this)"
"GetVersionMajor","External[00021b16]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TClass::GetVersionMajor","ushort","ushort GetVersionMajor(TClass * this)"
"GetString","External[00021b3e]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::GetString","char *","char * GetString(TCString * this\, int param_1)"
"IsA","External[00021b66]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TClass::IsA","bool","bool IsA(TClass * this\, TClass * param_1)"
"CreateObject","External[00021b8a]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TClass::CreateObject","TObject *","TObject * CreateObject(TClass * this)"
"CreateObjectInPlace","External[00021bbc]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TClass::CreateObjectInPlace","TObject *","TObject * CreateObjectInPlace(TClass * this\, void * param_1)"
"Find","External[00021bf8]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TClass::Find","TClass *","TClass * Find(char * param_1\, TClass * param_2)"
"IsA","External[00021c22]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TObject::IsA","bool","bool IsA(TObject * this\, TClass * param_1)"
"~TClass","External[00021c4c]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TClass::~TClass","void","void ~TClass(TClass * this)"
"m_sClass","External[00021c66]","External Data","","","TClass","m_sClass"
"TClass","External[00021c8e]","External Function","8","TKERNELINTERFACE.DLL::Toshi::TClass::TClass","undefined","undefined TClass(TClass * this\, char * param_1\, TClass * param_2\, FuncDef1 * param_3\, FuncDef2 * param_4\, FuncDef3 * param_5\, FuncDef4 * param_6\, uint param_7)"
"TGenericListener","External[00021cda]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TGenericListener::TGenericListener","undefined","undefined TGenericListener(TGenericListener * this)"
"Connect","External[00021cfe]","External Function","5","TKERNELINTERFACE.DLL::Toshi::TGenericListener::Connect","void","void Connect(TGenericListener * this\, TGenericEmitter * param_1\, void * param_2\, FuncDef5 * param_3\, int param_4)"
"Disconnect","External[00021d4c]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TGenericListener::Disconnect","void","void Disconnect(TGenericListener * this)"
"~TGenericListener","External[00021d7a]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TGenericListener::~TGenericListener","void","void ~TGenericListener(TGenericListener * this)"
"TruncToInt","External[00021d9e]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TMath::TruncToInt","int","int TruncToInt(float param_1)"
"Magnitude","External[00021dc0]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TVector3::Magnitude","float","float Magnitude(TVector3 * this)"
"Subtract","External[00021de4]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TVector3::Subtract","void","void Subtract(TVector3 * this\, TVector3 * param_1\, TVector3 * param_2)"
"ATan","External[00021e0e]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TMath::ATan","float","float ATan(float param_1)"
"CrossProduct","External[00021e2a]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TVector3::CrossProduct","void","void CrossProduct(TVector3 * this\, TVector3 * param_1\, TVector3 * param_2)"
"Negate","External[00021e58]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TVector3::Negate","void","void Negate(TVector3 * this\, TVector3 * param_1)"
"operator*","External[00021e80]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TVector3::operator*","TVector3","TVector3 operator*(TVector3 * this\, float param_1)"
"operator-","External[00021ea2]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TVector3::operator-","TVector3","TVector3 operator-(TVector3 * this\, TVector3 * param_1)"
"operator+","External[00021eca]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TVector3::operator+","TVector3","TVector3 operator+(TVector3 * this\, TVector3 * param_1)"
"IDENTITY","External[00021ef2]","External Data","","","TQuaternion","IDENTITY"
"VEC_ZERO","External[00021f18]","External Data","","","TVector3","VEC_ZERO"
"PushQuaternion","External[00021f3c]","External Function","4","TKERNELINTERFACE.DLL::Toshi::TMatrix44::PushQuaternion","TMatrix44 *","TMatrix44 * PushQuaternion(TMatrix44 * this\, TQuaternion * param_1\, TMatrix44 * param_2\, TVector3 * param_3)"
"Translate","External[00021f90]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TMatrix44::Translate","void","void Translate(TMatrix44 * this\, TVector3 * param_1)"
"RotateZ","External[00021fc4]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TMatrix44::RotateZ","void","void RotateZ(TMatrix44 * this\, float param_1)"
"RotateY","External[00021fe8]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TMatrix44::RotateY","void","void RotateY(TMatrix44 * this\, float param_1)"
"RotateX","External[0002200c]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TMatrix44::RotateX","void","void RotateX(TMatrix44 * this\, float param_1)"
"Scale","External[00022030]","External Function","4","TKERNELINTERFACE.DLL::Toshi::TMatrix44::Scale","void","void Scale(TMatrix44 * this\, float param_1\, float param_2\, float param_3)"
"GetTranslate","External[00022054]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TMatrix44::GetTranslate","void","void GetTranslate(TMatrix44 * this\, TVector3 * param_1)"
"IsReasonable","External[0002208a]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TVector3::IsReasonable","bool","bool IsReasonable(TVector3 * this\, float param_1)"
"Throw","External[000220b4]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TGenericEmitter::Throw","void","void Throw(TGenericEmitter * this\, void * param_1)"
"StringIntToString","External[000220de]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TSystem::StringIntToString","char *","char * StringIntToString(int param_1\, char * param_2\, int param_3)"
"MakePrincple","External[00022110]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TQuaternion::MakePrincple","void","void MakePrincple(TQuaternion * this)"
"Lerp","External[0002213a]","External Function","4","TKERNELINTERFACE.DLL::Toshi::TVector4::Lerp","void","void Lerp(TVector4 * this\, TVector4 * param_1\, TVector4 * param_2\, float param_3)"
"VEC_ZERO","External[00022162]","External Data","","","TVector4","VEC_ZERO"
"StringCompare","External[00022186]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TSystem::StringCompare","int","int StringCompare(char * param_1\, char * param_2\, int param_3)"
"Copy","External[000221b2]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TCString::Copy","void","void Copy(TCString * this\, char * param_1\, int param_2)"
"TAABox","External[000221d6]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TAABox::TAABox","undefined","undefined TAABox(TAABox * this)"
"BoxUnion","External[000221f0]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TAABox::BoxUnion","void","void BoxUnion(TAABox * this\, TAABox * param_1\, uint param_2)"
"RotateVector","External[00022218]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TQuaternion::RotateVector","void","void RotateVector(TVector3 * param_1\, TQuaternion * param_2\, TVector3 * param_3)"
"Add","External[0002225c]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TVector3::Add","void","void Add(TVector3 * this\, TVector3 * param_1)"
"MAXFLOAT","External[00022280]","External Data","","","float","MAXFLOAT"
"Magnitude","External[0002229e]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TVector4::Magnitude","float","float Magnitude(TVector4 * this)"
"operator-","External[000222c2]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TVector4::operator-","TVector4 *","TVector4 * operator-(TVector4 * this\, TVector4 * __return_storage_ptr__\, TVector4 * param_1)"
"operator=","External[000222ea]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::operator=","TCString *","TCString * operator=(TCString * this\, char * param_1)"
"CompareNoCase","External[0002230e]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TCString::CompareNoCase","int","int CompareNoCase(TCString * this\, char * param_1\, int param_2)"
"MemCopy","External[0002233a]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TSystem::MemCopy","void *","void * MemCopy(void * param_1\, void * param_2\, uint param_3)"
"operator-","External[00022364]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TQuaternion::operator-","TQuaternion *","TQuaternion * operator-(TQuaternion * this\, TQuaternion * __return_storage_ptr__\, TQuaternion * param_1)"
"operator==","External[0002238e]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TQuaternion::operator==","bool","bool operator==(TQuaternion * this\, TQuaternion * param_1)"
"IsEqual","External[000223b4]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TVector4::IsEqual","bool","bool IsEqual(TVector4 * this\, TVector4 * param_1)"
"RotateVector","External[000223de]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TQuaternion::RotateVector","void","void RotateVector(TVector4 * param_1\, TQuaternion * param_2\, TVector4 * param_3)"
"Multiply","External[00022422]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TQuaternion::Multiply","void","void Multiply(TQuaternion * param_1\, TQuaternion * param_2\, TQuaternion * param_3)"
"Add","External[00022454]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TVector4::Add","void","void Add(TVector4 * this\, TVector4 * param_1)"
"Multiply","External[00022478]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TVector3::Multiply","void","void Multiply(TVector3 * this\, TVector3 * param_1\, float param_2)"
"Divide","External[000224a2]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TVector4::Divide","void","void Divide(TVector4 * this\, TVector4 * param_1)"
"Multiply","External[000224ca]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TVector3::Multiply","void","void Multiply(TVector3 * this\, TVector3 * param_1\, TVector3 * param_2)"
"RotateY","External[000224f4]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TVector3::RotateY","void","void RotateY(TVector3 * this\, float param_1)"
"pow","External[0002252e]","External Function","2","LIBMMD.DLL::pow","double","double pow(double _X\, double _Y)"
"exp","External[00022534]","External Function","1","LIBMMD.DLL::exp","double","double exp(double _X)"
"operator_delete","External[00022546]","External Function","1","MSVCRT.DLL::operator_delete","void","void operator_delete(void * param_1)"
"_purecall","External[00022556]","External Function","0","MSVCRT.DLL::_purecall","undefined","undefined _purecall()"
"operator_new","External[00022562]","External Function","1","MSVCRT.DLL::operator_new","void *","void * operator_new(uint param_1)"
"strtok","External[00022572]","External Function","2","MSVCRT.DLL::strtok","char *","char * strtok(char * _Str\, char * _Delim)"
"sprintf","External[0002257c]","External Function","2","MSVCRT.DLL::sprintf","int","int sprintf(char * _Dest\, char * _Format\, ...)"
"qsort","External[00022586]","External Function","4","MSVCRT.DLL::qsort","void","void qsort(void * _Base\, size_t _NumOfElements\, size_t _SizeOfElements\, _PtFuncCompare * _PtFuncCompare)"
"malloc","External[0002258e]","External Function","1","MSVCRT.DLL::malloc","void *","void * malloc(size_t _Size)"
"free","External[00022598]","External Function","1","MSVCRT.DLL::free","void","void free(void * _Memory)"
"strstr","External[000225a0]","External Function","2","MSVCRT.DLL::strstr","char *","char * strstr(char * _Str\, char * _SubStr)"
"__dllonexit","External[000225b6]","External Function","0","MSVCRT.DLL::__dllonexit","undefined","undefined __dllonexit()"
"_onexit","External[000225c4]","External Function","1","MSVCRT.DLL::_onexit","_onexit_t","_onexit_t _onexit(_onexit_t _Func)"
"_initterm","External[000225ce]","External Function","0","MSVCRT.DLL::_initterm","undefined","undefined _initterm()"
"_adjust_fdiv","External[000225da]","External Data","","","","_adjust_fdiv"
"DisableThreadLibraryCalls","External[000225ea]","External Function","1","KERNEL32.DLL::DisableThreadLibraryCalls","BOOL","BOOL DisableThreadLibraryCalls(HMODULE hLibModule)"
"_stricmp","External[00022606]","External Function","2","MSVCRT.DLL::_stricmp","int","int _stricmp(char * _Str1\, char * _Str2)"
"_strlwr","External[00022612]","External Function","1","MSVCRT.DLL::_strlwr","char *","char * _strlwr(char * _String)"
"Ordinal_223","10004790","Function","6","Toshi::TSkeletonInstance::AddAnimationFull","","Ordinal_223"
"AddAnimationFull","10004790","Function","6","Toshi::TSkeletonInstance::AddAnimationFull","TAnimation *","TAnimation * AddAnimationFull(TSkeletonInstance * this\, short param_1\, float param_2\, float param_3\, float param_4\, uint param_5)"
"?AddAnimationFull@TSkeletonInstance@Toshi@@QAEPAVTAnimation@2@FMMMI@Z","10004790","Function","6","Toshi::TSkeletonInstance::AddAnimationFull","","?AddAnimationFull@TSkeletonInstance@Toshi@@QAEPAVTAnimation@2@FMMMI@Z"
"Ordinal_917","10004af0","Function","3","Toshi::TSkeletonInstance::RemoveAnimation","","Ordinal_917"
"RemoveAnimation","10004af0","Function","3","Toshi::TSkeletonInstance::RemoveAnimation","void","void RemoveAnimation(TSkeletonInstance * this\, TAnimation * param_1\, float param_2)"
"?RemoveAnimation@TSkeletonInstance@Toshi@@QAEXPAVTAnimation@2@M@Z","10004af0","Function","3","Toshi::TSkeletonInstance::RemoveAnimation","","?RemoveAnimation@TSkeletonInstance@Toshi@@QAEXPAVTAnimation@2@M@Z"
"Ordinal_832","10004c70","Function","2","Toshi::TSkeletonInstance::IsAnimating","","Ordinal_832"
"IsAnimating","10004c70","Function","2","Toshi::TSkeletonInstance::IsAnimating","TAnimation *","TAnimation * IsAnimating(TSkeletonInstance * this\, short param_1)"
"?IsAnimating@TSkeletonInstance@Toshi@@QAEPAVTAnimation@2@F@Z","10004c70","Function","2","Toshi::TSkeletonInstance::IsAnimating","","?IsAnimating@TSkeletonInstance@Toshi@@QAEPAVTAnimation@2@F@Z"
"Ordinal_1040","10004db0","Function","1","Toshi::TSkeletonInstance::SetStateFromBasePose","","Ordinal_1040"
"SetStateFromBasePose","10004db0","Function","1","Toshi::TSkeletonInstance::SetStateFromBasePose","void","void SetStateFromBasePose(TSkeletonInstance * this)"
"?SetStateFromBasePose@TSkeletonInstance@Toshi@@QAEXXZ","10004db0","Function","1","Toshi::TSkeletonInstance::SetStateFromBasePose","","?SetStateFromBasePose@TSkeletonInstance@Toshi@@QAEXXZ"
"Ordinal_1077","10004eb0","Function","2","Toshi::TSkeletonInstance::UpdateTime","","Ordinal_1077"
"UpdateTime","10004eb0","Function","2","Toshi::TSkeletonInstance::UpdateTime","void","void UpdateTime(TSkeletonInstance * this\, float param_1)"
"?UpdateTime@TSkeletonInstance@Toshi@@QAEXM@Z","10004eb0","Function","2","Toshi::TSkeletonInstance::UpdateTime","","?UpdateTime@TSkeletonInstance@Toshi@@QAEXM@Z"
"Ordinal_1075","10005080","Function","1","Toshi::TSkeletonInstance::UpdateState","","Ordinal_1075"
"UpdateState","10005080","Function","1","Toshi::TSkeletonInstance::UpdateState","void","void UpdateState(TSkeletonInstance * this)"
"?UpdateState@TSkeletonInstance@Toshi@@QAEXXZ","10005080","Function","1","Toshi::TSkeletonInstance::UpdateState","","?UpdateState@TSkeletonInstance@Toshi@@QAEXXZ"
"Ordinal_486","10005ab0","Function","3","Toshi::TSkeletonInstance::GetBoneTransformCurrent","","Ordinal_486"
"GetBoneTransformCurrent","10005ab0","Function","3","Toshi::TSkeletonInstance::GetBoneTransformCurrent","TMatrix44 *","TMatrix44 * GetBoneTransformCurrent(TSkeletonInstance * this\, int param_1\, TMatrix44 * param_2)"
"?GetBoneTransformCurrent@TSkeletonInstance@Toshi@@QAEAAVTMatrix44@2@HAAV32@@Z","10005ab0","Function","3","Toshi::TSkeletonInstance::GetBoneTransformCurrent","","?GetBoneTransformCurrent@TSkeletonInstance@Toshi@@QAEAAVTMatrix44@2@HAAV32@@Z"
"Ordinal_487","10005be0","Function","2","Toshi::TSkeletonInstance::GetBoneTransformCurrent","","Ordinal_487"
"GetBoneTransformCurrent","10005be0","Function","2","Toshi::TSkeletonInstance::GetBoneTransformCurrent","TMatrix44 *","TMatrix44 * GetBoneTransformCurrent(TSkeletonInstance * this\, int param_1)"
"?GetBoneTransformCurrent@TSkeletonInstance@Toshi@@QAEABVTMatrix44@2@H@Z","10005be0","Function","2","Toshi::TSkeletonInstance::GetBoneTransformCurrent","","?GetBoneTransformCurrent@TSkeletonInstance@Toshi@@QAEABVTMatrix44@2@H@Z"
"Ordinal_963","10005c10","Function","3","Toshi::TAnimation::SetDestWeight","","Ordinal_963"
"SetDestWeight","10005c10","Function","3","Toshi::TAnimation::SetDestWeight","float","float SetDestWeight(TAnimation * this\, float a_fDestWeight\, float a_fBlendInSpeed)"
"?SetDestWeight@TAnimation@Toshi@@QAEMMM@Z","10005c10","Function","3","Toshi::TAnimation::SetDestWeight","","?SetDestWeight@TAnimation@Toshi@@QAEMMM@Z"
"Ordinal_1049","10005c50","Function","2","Toshi::TAnimation::SetTime","","Ordinal_1049"
"SetTime","10005c50","Function","2","Toshi::TAnimation::SetTime","float","float SetTime(TAnimation * this\, float param_1)"
"?SetTime@TAnimation@Toshi@@QAEMM@Z","10005c50","Function","2","Toshi::TAnimation::SetTime","","?SetTime@TAnimation@Toshi@@QAEMM@Z"
"Ordinal_237","10005d20","Function","2","Toshi::TAnimation::ChangeToManaged","","Ordinal_237"
"ChangeToManaged","10005d20","Function","2","Toshi::TAnimation::ChangeToManaged","void","void ChangeToManaged(TAnimation * this\, float param_1)"
"?ChangeToManaged@TAnimation@Toshi@@QAEXM@Z","10005d20","Function","2","Toshi::TAnimation::ChangeToManaged","","?ChangeToManaged@TAnimation@Toshi@@QAEXM@Z"
"Ordinal_1054","10005de0","Function","2","Toshi::TAnimation::SetUpdateStateOnRemove","","Ordinal_1054"
"SetUpdateStateOnRemove","10005de0","Function","2","Toshi::TAnimation::SetUpdateStateOnRemove","bool","bool SetUpdateStateOnRemove(TAnimation * this\, bool param_1)"
"?SetUpdateStateOnRemove@TAnimation@Toshi@@QAE_N_N@Z","10005de0","Function","2","Toshi::TAnimation::SetUpdateStateOnRemove","","?SetUpdateStateOnRemove@TAnimation@Toshi@@QAE_N_N@Z"
"Ordinal_1076","10005e20","Function","2","Toshi::TAnimation::UpdateTime","","Ordinal_1076"
"UpdateTime","10005e20","Function","2","Toshi::TAnimation::UpdateTime","bool","bool UpdateTime(TAnimation * this\, float param_1)"
"?UpdateTime@TAnimation@Toshi@@QAE_NM@Z","10005e20","Function","2","Toshi::TAnimation::UpdateTime","","?UpdateTime@TAnimation@Toshi@@QAE_NM@Z"
"Ordinal_256","10005f80","Function","4","Toshi::TKeyframeLibrary::Create","","Ordinal_256"
"Create","10005f80","Function","4","Toshi::TKeyframeLibrary::Create","TKeyframeLibrary *","TKeyframeLibrary * Create(char * param_1\, int param_2\, int param_3\, int param_4)"
"?Create@TKeyframeLibrary@Toshi@@SGPAV12@PBDHHH@Z","10005f80","Function","4","Toshi::TKeyframeLibrary::Create","","?Create@TKeyframeLibrary@Toshi@@SGPAV12@PBDHHH@Z"
"Ordinal_374","100060a0","Function","1","Toshi::TKeyframeLibrary::Delete","","Ordinal_374"
"Delete","100060a0","Function","1","Toshi::TKeyframeLibrary::Delete","void","void Delete(TKeyframeLibrary * this)"
"?Delete@TKeyframeLibrary@Toshi@@QAEXXZ","100060a0","Function","1","Toshi::TKeyframeLibrary::Delete","","?Delete@TKeyframeLibrary@Toshi@@QAEXXZ"
"Ordinal_343","100060f0","Function","2","Toshi::TKeyframeLibrary::DebugDump","","Ordinal_343"
"DebugDump","100060f0","Function","2","Toshi::TKeyframeLibrary::DebugDump","void","void DebugDump(TKeyframeLibrary * this\, bool param_1)"
"?DebugDump@TKeyframeLibrary@Toshi@@QAEX_N@Z","100060f0","Function","2","Toshi::TKeyframeLibrary::DebugDump","","?DebugDump@TKeyframeLibrary@Toshi@@QAEX_N@Z"
"Ordinal_45","10006350","Function","1","Toshi::TKeyframeLibrary::TKeyframeLibrary","","Ordinal_45"
"TKeyframeLibrary","10006350","Function","1","Toshi::TKeyframeLibrary::TKeyframeLibrary","undefined","undefined TKeyframeLibrary(TKeyframeLibrary * this)"
"??0TKeyframeLibrary@Toshi@@IAE@XZ","10006350","Function","1","Toshi::TKeyframeLibrary::TKeyframeLibrary","","??0TKeyframeLibrary@Toshi@@IAE@XZ"
"Ordinal_46","10006370","Function","1","Toshi::TKeyframeLibraryInstance::TKeyframeLibraryInstance","","Ordinal_46"
"TKeyframeLibraryInstance","10006370","Function","1","Toshi::TKeyframeLibraryInstance::TKeyframeLibraryInstance","undefined","undefined TKeyframeLibraryInstance(TKeyframeLibraryInstance * this)"
"??0TKeyframeLibraryInstance@Toshi@@QAE@XZ","10006370","Function","1","Toshi::TKeyframeLibraryInstance::TKeyframeLibraryInstance","","??0TKeyframeLibraryInstance@Toshi@@QAE@XZ"
"Ordinal_120","100063a0","Function","1","Toshi::TKeyframeLibraryInstance::~TKeyframeLibraryInstance","","Ordinal_120"
"~TKeyframeLibraryInstance","100063a0","Function","1","Toshi::TKeyframeLibraryInstance::~TKeyframeLibraryInstance","void","void ~TKeyframeLibraryInstance(TKeyframeLibraryInstance * this)"
"??1TKeyframeLibraryInstance@Toshi@@QAE@XZ","100063a0","Function","1","Toshi::TKeyframeLibraryInstance::~TKeyframeLibraryInstance","","??1TKeyframeLibraryInstance@Toshi@@QAE@XZ"
