"Name","Location","Type","Param Count","Function Name","Data Type","Preview"
"GetModuleHandleA","External[0007f1d0]","External Function","1","KERNEL32.DLL::GetModuleHandleA","HMODULE","HMODULE GetModuleHandleA(LPCSTR lpModuleName)"
"OutputDebugStringA","External[0007f1e4]","External Function","1","KERNEL32.DLL::OutputDebugStringA","void","void OutputDebugStringA(LPCSTR lpOutputString)"
"GetModuleFileNameA","External[0007f1fa]","External Function","3","KERNEL32.DLL::GetModuleFileNameA","DWORD","DWORD GetModuleFileNameA(HMODULE hModule\, LPSTR lpFilename\, DWORD nSize)"
"FindNextFileA","External[0007f210]","External Function","2","KERNEL32.DLL::FindNextFileA","BOOL","BOOL FindNextFileA(HANDLE hFindFile\, LPWIN32_FIND_DATAA lpFindFileData)"
"FindFirstFileA","External[0007f220]","External Function","2","KERNEL32.DLL::FindFirstFileA","HANDLE","HANDLE FindFirstFileA(LPCSTR lpFileName\, LPWIN32_FIND_DATAA lpFindFileData)"
"FindClose","External[0007f232]","External Function","1","KERNEL32.DLL::FindClose","BOOL","BOOL FindClose(HANDLE hFindFile)"
"SetWindowLongA","External[0007f24c]","External Function","3","USER32.DLL::SetWindowLongA","LONG","LONG SetWindowLongA(HWND hWnd\, int nIndex\, LONG dwNewLong)"
"GetWindowLongA","External[0007f25e]","External Function","2","USER32.DLL::GetWindowLongA","LONG","LONG GetWindowLongA(HWND hWnd\, int nIndex)"
"SetCursor","External[0007f270]","External Function","1","USER32.DLL::SetCursor","HCURSOR","HCURSOR SetCursor(HCURSOR hCursor)"
"EndPaint","External[0007f27c]","External Function","2","USER32.DLL::EndPaint","BOOL","BOOL EndPaint(HWND hWnd\, PAINTSTRUCT * lpPaint)"
"BeginPaint","External[0007f288]","External Function","2","USER32.DLL::BeginPaint","HDC","HDC BeginPaint(HWND hWnd\, LPPAINTSTRUCT lpPaint)"
"DefWindowProcA","External[0007f296]","External Function","4","USER32.DLL::DefWindowProcA","LRESULT","LRESULT DefWindowProcA(HWND hWnd\, UINT Msg\, WPARAM wParam\, LPARAM lParam)"
"RegisterClassExA","External[0007f2a8]","External Function","1","USER32.DLL::RegisterClassExA","ATOM","ATOM RegisterClassExA(WNDCLASSEXA * param_1)"
"UnregisterClassA","External[0007f2bc]","External Function","2","USER32.DLL::UnregisterClassA","BOOL","BOOL UnregisterClassA(LPCSTR lpClassName\, HINSTANCE hInstance)"
"GetDesktopWindow","External[0007f2d0]","External Function","0","USER32.DLL::GetDesktopWindow","HWND","HWND GetDesktopWindow(void)"
"CreateWindowExA","External[0007f2e4]","External Function","12","USER32.DLL::CreateWindowExA","HWND","HWND CreateWindowExA(DWORD dwExStyle\, LPCSTR lpClassName\, LPCSTR lpWindowName\, DWORD dwStyle\, int X\, int Y\, int nWidth\, int nHeight\, HWND hWndParent\, HMENU hMenu\, HINSTANCE hInstance\, LPVOID lpParam)"
"DestroyWindow","External[0007f2f6]","External Function","1","USER32.DLL::DestroyWindow","BOOL","BOOL DestroyWindow(HWND hWnd)"
"EnableWindow","External[0007f306]","External Function","2","USER32.DLL::EnableWindow","BOOL","BOOL EnableWindow(HWND hWnd\, BOOL bEnable)"
"ShowWindow","External[0007f316]","External Function","2","USER32.DLL::ShowWindow","BOOL","BOOL ShowWindow(HWND hWnd\, int nCmdShow)"
"SetWindowPos","External[0007f324]","External Function","7","USER32.DLL::SetWindowPos","BOOL","BOOL SetWindowPos(HWND hWnd\, HWND hWndInsertAfter\, int X\, int Y\, int cx\, int cy\, UINT uFlags)"
"GetWindowRect","External[0007f334]","External Function","2","USER32.DLL::GetWindowRect","BOOL","BOOL GetWindowRect(HWND hWnd\, LPRECT lpRect)"
"GetClientRect","External[0007f344]","External Function","2","USER32.DLL::GetClientRect","BOOL","BOOL GetClientRect(HWND hWnd\, LPRECT lpRect)"
"TranslateAcceleratorA","External[0007f354]","External Function","3","USER32.DLL::TranslateAcceleratorA","int","int TranslateAcceleratorA(HWND hWnd\, HACCEL hAccTable\, LPMSG lpMsg)"
"PeekMessageA","External[0007f36c]","External Function","5","USER32.DLL::PeekMessageA","BOOL","BOOL PeekMessageA(LPMSG lpMsg\, HWND hWnd\, UINT wMsgFilterMin\, UINT wMsgFilterMax\, UINT wRemoveMsg)"
"DispatchMessageA","External[0007f37c]","External Function","1","USER32.DLL::DispatchMessageA","LRESULT","LRESULT DispatchMessageA(MSG * lpMsg)"
"TranslateMessage","External[0007f390]","External Function","1","USER32.DLL::TranslateMessage","BOOL","BOOL TranslateMessage(MSG * lpMsg)"
"CreateAcceleratorTableA","External[0007f3a4]","External Function","2","USER32.DLL::CreateAcceleratorTableA","HACCEL","HACCEL CreateAcceleratorTableA(LPACCEL paccel\, int cAccel)"
"DestroyAcceleratorTable","External[0007f3be]","External Function","1","USER32.DLL::DestroyAcceleratorTable","BOOL","BOOL DestroyAcceleratorTable(HACCEL hAccel)"
"GetStockObject","External[0007f3e4]","External Function","1","GDI32.DLL::GetStockObject","HGDIOBJ","HGDIOBJ GetStockObject(int i)"
"Direct3DCreate8","External[0007f400]","External Function","0","D3D8.DLL::Direct3DCreate8","undefined","undefined Direct3DCreate8()"
"TGenericListener","External[0007f41c]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TGenericListener::TGenericListener","undefined","undefined TGenericListener(TGenericListener * this)"
"~TGenericListener","External[0007f440]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TGenericListener::~TGenericListener","void","void ~TGenericListener(TGenericListener * this)"
"AssertHandler","External[0007f464]","External Function","4","TKERNELINTERFACE.DLL::Toshi::TDebug::AssertHandler","bool","bool AssertHandler(char * param_1\, char * param_2\, int param_3\, bool * param_4)"
"IsValidAddress","External[0007f494]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TDebug::IsValidAddress","bool","bool IsValidAddress(void * param_1)"
"tmalloc","External[0007f4be]","External Function","3","TKERNELINTERFACE.DLL::tmalloc","void *","void * tmalloc(int param_1\, char * param_2\, int param_3)"
"tfree","External[0007f4d8]","External Function","1","TKERNELINTERFACE.DLL::tfree","void","void tfree(void * param_1)"
"IsA","External[0007f4ec]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TObject::IsA","bool","bool IsA(TObject * this\, TClass * param_1)"
"Find","External[0007f516]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TClass::Find","TClass *","TClass * Find(char * param_1\, TClass * param_2)"
"TObject","External[0007f540]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TObject::TObject","undefined","undefined TObject(TObject * this)"
"GetName","External[0007f55c]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TClass::GetName","char *","char * GetName(TClass * this)"
"operator_char_const*","External[0007f57e]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TCString::operator_char_const*","char *","char * operator_char_const*(TCString * this)"
"~TCString","External[0007f59c]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TCString::~TCString","void","void ~TCString(TCString * this)"
"TCString","External[0007f5b8]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::TCString","undefined","undefined TCString(TCString * this\, char * param_1)"
"~TObject","External[0007f5d8]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TObject::~TObject","void","void ~TObject(TObject * this)"
"~TClass","External[0007f5f4]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TClass::~TClass","void","void ~TClass(TClass * this)"
"m_sClass","External[0007f60e]","External Data","","","TClass","m_sClass"
"TClass","External[0007f636]","External Function","8","TKERNELINTERFACE.DLL::Toshi::TClass::TClass","undefined","undefined TClass(TClass * this\, char * param_1\, TClass * param_2\, FuncDef19 * param_3\, FuncDef20 * param_4\, FuncDef21 * param_5\, FuncDef22 * param_6\, uint param_7)"
"Delete","External[0007f682]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TObject::Delete","void","void Delete(TObject * this)"
"Delete","External[0007f6a2]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TFreeList::Delete","void","void Delete(TFreeList * this\, void * param_1)"
"New","External[0007f6c8]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TFreeList::New","void *","void * New(TFreeList * this\, uint param_1)"
"CrossProduct","External[0007f6ea]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TVector4::CrossProduct","void","void CrossProduct(TVector4 * this\, TVector4 * param_1\, TVector4 * param_2)"
"Normalise","External[0007f718]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TVector3::Normalise","void","void Normalise(TVector3 * this)"
"IDENTITY","External[0007f73c]","External Data","","","TMatrix44","IDENTITY"
"`vftable'","External[0007f760]","External Data","","","","`vftable'"
"Throw","External[0007f77a]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TGenericEmitter::Throw","void","void Throw(TGenericEmitter * this\, void * param_1)"
"TDebug_Printf","External[0007f7a4]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TDebug_Printf","void","void TDebug_Printf(char * param_1\, ...)"
"Print","External[0007f7c6]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TWString::Print","TWString *","TWString * Print(TWString * this)"
"~TWString","External[0007f7ec]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TWString::~TWString","void","void ~TWString(TWString * this)"
"TWString","External[0007f808]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TWString::TWString","undefined","undefined TWString(TWString * this\, ushort * param_1)"
"Print","External[0007f828]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TCString::Print","TCString *","TCString * Print(TCString * this)"
"Format","External[0007f84e]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::Format","TCString *","TCString * Format(TCString * this\, char * param_1\, ...)"
"TCString","External[0007f878]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TCString::TCString","undefined","undefined TCString(TCString * this)"
"Connect","External[0007f894]","External Function","5","TKERNELINTERFACE.DLL::Toshi::TGenericListener::Connect","void","void Connect(TGenericListener * this\, TGenericEmitter * param_1\, void * param_2\, FuncDef18 * param_3\, int param_4)"
"s_pFileManager","External[0007f8e2]","External Data","","","TFileManager *","s_pFileManager"
"FindFileSystem","External[0007f912]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TFileManager::FindFileSystem","TFileSystem *","TFileSystem * FindFileSystem(TFileManager * this\, TCString * param_1)"
"LoadInterface","External[0007f95e]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TKernelInterface::LoadInterface","TKernelInterfaceDLL *","TKernelInterfaceDLL * LoadInterface(TKernelInterface * this\, TCString * param_1)"
"GetString","External[0007f9b4]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::GetString","char *","char * GetString(TCString * this\, int param_1)"
"operator+","External[0007f9dc]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::operator+","TCString","TCString operator+(TCString * this\, char * param_1)"
"operator+=","External[0007fa00]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::operator+=","TCString *","TCString * operator+=(TCString * this\, char * param_1)"
"operator=","External[0007fa24]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::operator=","TCString *","TCString * operator=(TCString * this\, char * param_1)"
"operator=","External[0007fa48]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::operator=","TCString *","TCString * operator=(TCString * this\, TCString * param_1)"
"Pow","External[0007fa70]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TMath::Pow","float","float Pow(float param_1\, float param_2)"
"Gain","External[0007fa8c]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TMath::Gain","float","float Gain(float param_1\, float param_2)"
"Clip","External[0007faaa]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TMath::Clip","void","void Clip(float * param_1\, float param_2\, float param_3)"
"TruncToInt","External[0007faca]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TMath::TruncToInt","int","int TruncToInt(float param_1)"
"IsExactly","External[0007faec]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TClass::IsExactly","bool","bool IsExactly(TClass * this\, TClass * param_1)"
"GetHALMemInfo","External[0007fb16]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TMemory::GetHALMemInfo","void","void GetHALMemInfo(HALMemInfo * param_1)"
"TFreeList","External[0007fb4e]","External Function","5","TKERNELINTERFACE.DLL::Toshi::TFreeList::TFreeList","undefined","undefined TFreeList(TFreeList * this\, int param_1\, int param_2\, int param_3\, char * param_4)"
"~TFreeList","External[0007fb72]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TFreeList::~TFreeList","void","void ~TFreeList(TFreeList * this)"
"StringIntToString","External[0007fb90]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TSystem::StringIntToString","char *","char * StringIntToString(int param_1\, char * param_2\, int param_3)"
"DebugPrintHALMemInfo","External[0007fbc2]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TMemory::DebugPrintHALMemInfo","void","void DebugPrintHALMemInfo(char * param_1)"
"StringLength","External[0007fbf2]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TSystem::StringLength","int","int StringLength(char * param_1)"
"StringCompareNoCase","External[0007fc1a]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TSystem::StringCompareNoCase","int","int StringCompareNoCase(char * param_1\, char * param_2\, int param_3)"
"MemSet","External[0007fc4c]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TSystem::MemSet","void *","void * MemSet(void * param_1\, int param_2\, int param_3)"
"`vftable'","External[0007fc88]","External Data","","","","`vftable'"
"AddHandler","External[0007fcac]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TViewport::AddHandler","void","void AddHandler(TViewport * this\, THandler * param_1)"
"GetBackgroundColour","External[0007fce2]","External Function","5","TRENDERINTERFACE.DLL::Toshi::TViewport::GetBackgroundColour","void","void GetBackgroundColour(TViewport * this\, uchar * param_1\, uchar * param_2\, uchar * param_3\, uchar * param_4)"
"GetHeight","External[0007fd18]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TViewport::GetHeight","float","float GetHeight(TViewport * this)"
"GetWidth","External[0007fd3e]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TViewport::GetWidth","float","float GetWidth(TViewport * this)"
"GetY","External[0007fd62]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TViewport::GetY","float","float GetY(TViewport * this)"
"GetX","External[0007fd82]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TViewport::GetX","float","float GetX(TViewport * this)"
"GetRenderer","External[0007fda2]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::GetRenderer","TRenderInterface *","TRenderInterface * GetRenderer(TResource * this)"
"Destroy","External[0007fdde]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TDebugText::Destroy","void","void Destroy(TDebugText * this)"
"`vftable'","External[0007fe02]","External Data","","","","`vftable'"
"LoadTMD","External[0007fe1e]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TModel::LoadTMD","bool","bool LoadTMD(TModel * this\, char * param_1)"
"Delete","External[0007fe42]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TSkeleton::Delete","void","void Delete(TSkeleton * this)"
"s_Interface","External[0007fe64]","External Data","","","TRenderInterface *","s_Interface"
"SetMaterial","External[0007fe94]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TMesh::SetMaterial","void","void SetMaterial(TMesh * this\, TMaterial * param_1)"
"SetFlag","External[0007fec6]","External Function","3","TRENDERINTERFACE.DLL::Toshi::TMaterial::SetFlag","void","void SetFlag(TMaterial * this\, uint param_1\, bool param_2)"
"GetSystemResource","External[0007feec]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::GetSystemResource","TResource *","TResource * GetSystemResource(TRenderInterface * this\, SYSRESOURCES param_1)"
"GetMaterial","External[0007ff40]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TMaterialLibraryManager::GetMaterial","TMaterial *","TMaterial * GetMaterial(TMaterialLibraryManager * this\, char * param_1)"
"~TModel","External[0007ff86]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TModel::~TModel","void","void ~TModel(TModel * this)"
"TModel","External[0007ffa0]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TModel::TModel","undefined","undefined TModel(TModel * this)"
"SetRegMaterial","External[0007ffba]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TMaterial::SetRegMaterial","void","void SetRegMaterial(TMaterial * this\, TRegMaterial * param_1)"
"_TRenderInterface_GetFlushShaderSorted@0","External[0007fff6]","External Function","0","TRENDERINTERFACE.DLL::_TRenderInterface_GetFlushShaderSorted@0","undefined","undefined _TRenderInterface_GetFlushShaderSorted@0()"
"`vftable'","External[00080022]","External Data","","","","`vftable'"
"IsDirty","External[00080042]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderContext::IsDirty","bool","bool IsDirty(TRenderContext * this)"
"~TRenderContext","External[0008006c]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderContext::~TRenderContext","void","void ~TRenderContext(TRenderContext * this)"
"TRenderContext","External[0008008e]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderContext::TRenderContext","undefined","undefined TRenderContext(TRenderContext * this\, TRenderInterface * param_1)"
"SetModelViewMatrix","External[000800c6]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderContext::SetModelViewMatrix","void","void SetModelViewMatrix(TRenderContext * this\, TMatrix44 * param_1)"
"SetWorldViewMatrix","External[00080108]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderContext::SetWorldViewMatrix","void","void SetWorldViewMatrix(TRenderContext * this\, TMatrix44 * param_1)"
"`vftable'","External[0008014a]","External Data","","","","`vftable'"
"`vftable'","External[0008016a]","External Data","","","","`vftable'"
"`vftable'","External[00080196]","External Data","","","","`vftable'"
"GetModeList","External[000801bc]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderAdapter::GetModeList","TNodeList<class_Toshi::TRenderAdapter::Mode> *","TNodeList<class_Toshi::TRenderAdapter::Mode> * GetModeList(TRenderAdapter * this)"
"`vftable'","External[00080216]","External Data","","","","`vftable'"
"TRenderInterface","External[00080232]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::TRenderInterface","undefined","undefined TRenderInterface(TRenderInterface * this)"
"IsDisplayCreated","External[00080256]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::IsDisplayCreated","bool","bool IsDisplayCreated(TRenderInterface * this)"
"IsCreated","External[0008028a]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::IsCreated","bool","bool IsCreated(TRenderInterface * this)"
"FindDevice","External[000802b8]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::FindDevice","Device *","Device * FindDevice(TRenderInterface * this\, DisplayParams * param_1)"
"CreateDisplay","External[00080318]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::CreateDisplay","bool","bool CreateDisplay(TRenderInterface * this\, DisplayParams * param_1)"
"DestroyDisplay","External[0008035e]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::DestroyDisplay","bool","bool DestroyDisplay(TRenderInterface * this)"
"Update","External[00080390]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::Update","bool","bool Update(TRenderInterface * this\, float param_1)"
"IsInScene","External[000803bc]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::IsInScene","bool","bool IsInScene(TRenderInterface * this)"
"BeginScene","External[000803ea]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::BeginScene","bool","bool BeginScene(TRenderInterface * this)"
"EndScene","External[00080418]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::EndScene","bool","bool EndScene(TRenderInterface * this)"
"Create","External[00080444]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::Create","bool","bool Create(TRenderInterface * this\, TKernelInterface * param_1)"
"DestroyShaders","External[00080484]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::DestroyShaders","void","void DestroyShaders(TRenderInterface * this)"
"FlushDyingResources","External[000804b6]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::FlushDyingResources","void","void FlushDyingResources(TRenderInterface * this)"
"Destroy","External[000804ec]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::Destroy","bool","bool Destroy(TRenderInterface * this)"
"GetCurrentRenderContext","External[00080518]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::GetCurrentRenderContext","TRenderContext *","TRenderContext * GetCurrentRenderContext(TRenderInterface * this)"
"ConnectDefaultViewportHandlers","External[00080566]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::ConnectDefaultViewportHandlers","void","void ConnectDefaultViewportHandlers(TRenderInterface * this\, TViewport * param_1)"
"GetKernelInterface","External[000805b6]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::GetKernelInterface","TKernelInterface *","TKernelInterface * GetKernelInterface(TRenderInterface * this)"
"GetAdapterList","External[00080600]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::GetAdapterList","TNodeList<class_Toshi::TRenderAdapter> *","TNodeList<class_Toshi::TRenderAdapter> * GetAdapterList(TRenderInterface * this)"
"m_sClass","External[0008065a]","External Data","","","TClass","m_sClass"
"~TRenderInterface","External[0008068c]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::~TRenderInterface","void","void ~TRenderInterface(TRenderInterface * this)"
"DumpStats","External[000806b0]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::DumpStats","void","void DumpStats(TRenderInterface * this)"
"GetScreenOffset","External[000806dc]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::GetScreenOffset","void","void GetScreenOffset(TRenderInterface * this\, TVector2 * param_1)"
"SetScreenOffset","External[0008071c]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::SetScreenOffset","void","void SetScreenOffset(TRenderInterface * this\, TVector2 * param_1)"
"CreateSystemResources","External[0008075c]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::CreateSystemResources","bool","bool CreateSystemResources(TRenderInterface * this)"
"DestroySystemResources","External[00080796]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::DestroySystemResources","void","void DestroySystemResources(TRenderInterface * this)"
"Create","External[000807d0]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::Create","bool","bool Create(TResource * this)"
"DestroyResource","External[000807f4]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::DestroyResource","void","void DestroyResource(TResource * this)"
"OnDestroy","External[00080820]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::OnDestroy","void","void OnDestroy(TResource * this)"
"GetFlags","External[00080846]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TVertexPoolResourceInterface::GetFlags","uint","uint GetFlags(TVertexPoolResourceInterface * this)"
"GetNumVertices","External[0008087e]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TVertexPoolResourceInterface::GetNumVertices","uint","uint GetNumVertices(TVertexPoolResourceInterface * this)"
"GetVertexFormat","External[000808bc]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TVertexFactoryResourceInterface::GetVertexFormat","TVertexFactoryFormat *","TVertexFactoryFormat * GetVertexFormat(TVertexFactoryResourceInterface * this)"
"TResource","External[00080916]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::TResource","undefined","undefined TResource(TResource * this)"
"IsCreated","External[00080934]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::IsCreated","bool","bool IsCreated(TResource * this)"
"RecurseSimple","External[0008095a]","External Function","4","TRENDERINTERFACE.DLL::Toshi::TResource::RecurseSimple","void","void RecurseSimple(TResource * this\, FuncDef23 * param_1\, TResource * param_2\, void * param_3)"
"IsValid","External[00080996]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::IsValid","bool","bool IsValid(TResource * this)"
"Validate","External[000809ba]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::Validate","bool","bool Validate(TResource * this)"
"Invalidate","External[000809e0]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::Invalidate","void","void Invalidate(TResource * this)"
"SetParent","External[00080a06]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TResource::SetParent","void","void SetParent(TResource * this\, TResource * param_1)"
"DestroyResource","External[00080a32]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::DestroyResource","void","void DestroyResource(TRenderInterface * this\, TResource * param_1)"
"m_sClass","External[00080a74]","External Data","","","TClass","m_sClass"
"~TResource","External[00080a9e]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::~TResource","void","void ~TResource(TResource * this)"
"IsDying","External[00080abc]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::IsDying","bool","bool IsDying(TResource * this)"
"Create","External[00080ae0]","External Function","4","TRENDERINTERFACE.DLL::Toshi::TVertexFactoryResourceInterface::Create","bool","bool Create(TVertexFactoryResourceInterface * this\, TVertexFactoryFormat * param_1\, ushort param_2\, uint param_3)"
"CreatePool","External[00080b36]","External Function","3","TRENDERINTERFACE.DLL::Toshi::TVertexFactoryResourceInterface::CreatePool","TVertexPoolResourceInterface *","TVertexPoolResourceInterface * CreatePool(TVertexFactoryResourceInterface * this\, ushort param_1\, uint param_2)"
"CreateResource","External[00080b96]","External Function","4","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::CreateResource","TResource *","TResource * CreateResource(TRenderInterface * this\, TClass * param_1\, char * param_2\, TResource * param_3)"
"m_sClass","External[00080bea]","External Data","","","TClass","m_sClass"
"~TVertexFactoryResourceInterface","External[00080c2a]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TVertexFactoryResourceInterface::~TVertexFactoryResourceInterface","void","void ~TVertexFactoryResourceInterface(TVertexFactoryResourceInterface * this)"
"TVertexFactoryResourceInterface","External[00080c5e]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TVertexFactoryResourceInterface::TVertexFactoryResourceInterface","undefined","undefined TVertexFactoryResourceInterface(TVertexFactoryResourceInterface * this)"
"TVertexPoolResourceInterface","External[00080c92]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TVertexPoolResourceInterface::TVertexPoolResourceInterface","undefined","undefined TVertexPoolResourceInterface(TVertexPoolResourceInterface * this)"
"GetMaxVertices","External[00080cc2]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TVertexPoolResourceInterface::GetMaxVertices","uint","uint GetMaxVertices(TVertexPoolResourceInterface * this)"
"GetMaxStaticVertices","External[00080d00]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TVertexFactoryResourceInterface::GetMaxStaticVertices","ushort","ushort GetMaxStaticVertices(TVertexFactoryResourceInterface * this)"
"IsLocked","External[00080d46]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TVertexPoolResourceInterface::IsLocked","bool","bool IsLocked(TVertexPoolResourceInterface * this)"
"Create","External[00080d7e]","External Function","4","TRENDERINTERFACE.DLL::Toshi::TVertexPoolResourceInterface::Create","bool","bool Create(TVertexPoolResourceInterface * this\, TVertexFactoryResourceInterface * param_1\, uint param_2\, uint param_3)"
"OnDestroy","External[00080ddc]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TVertexPoolResourceInterface::OnDestroy","void","void OnDestroy(TVertexPoolResourceInterface * this)"
"m_sClass","External[00080e14]","External Data","","","TClass","m_sClass"
"~TVertexPoolResourceInterface","External[00080e52]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TVertexPoolResourceInterface::~TVertexPoolResourceInterface","void","void ~TVertexPoolResourceInterface(TVertexPoolResourceInterface * this)"
